job_id,job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI02017,Research Scientist,159317,EUR,135419,SE,FL,Germany,L,Germany,50,"Java, TensorFlow, PyTorch, Azure, GCP",PhD,9,Automotive,2025-02-25,2025-03-16,2179,5.8,Machine Intelligence Group
AI02018,Data Analyst,113026,EUR,96072,SE,PT,Netherlands,S,Netherlands,0,"R, GCP, Kubernetes, Spark, Linux",Bachelor,6,Technology,2024-12-19,2025-03-01,1999,9.2,Machine Intelligence Group
AI02019,Data Engineer,175703,USD,175703,SE,FL,Denmark,S,Denmark,50,"Deep Learning, Azure, Hadoop, SQL, Git",Bachelor,8,Telecommunications,2024-03-07,2024-04-19,1080,7,Autonomous Tech
AI02020,Deep Learning Engineer,79945,USD,79945,MI,CT,United States,S,Luxembourg,0,"Git, Statistics, Azure",Master,2,Retail,2024-02-21,2024-04-19,1292,7.3,Machine Intelligence Group
AI02021,Data Analyst,78895,AUD,106508,EN,FL,Australia,L,Australia,0,"MLOps, Kubernetes, TensorFlow, Python",PhD,1,Gaming,2024-03-03,2024-04-22,655,8.2,Neural Networks Co
AI02022,Head of AI,65331,USD,65331,EN,FT,Ireland,S,Ireland,50,"Azure, Kubernetes, AWS, MLOps, TensorFlow",PhD,0,Consulting,2024-06-29,2024-07-23,629,5.2,Advanced Robotics
AI02023,AI Software Engineer,88502,USD,88502,EN,PT,Denmark,L,Denmark,100,"Linux, Git, Deep Learning, SQL, Azure",PhD,0,Gaming,2024-03-06,2024-04-23,2419,8.8,Neural Networks Co
AI02024,AI Research Scientist,218753,SGD,284379,EX,FL,Singapore,M,Norway,0,"Git, Python, Mathematics",Bachelor,17,Media,2024-08-06,2024-09-06,1029,8.6,Cloud AI Solutions
AI02025,Machine Learning Researcher,286960,SGD,373048,EX,FL,Singapore,L,Singapore,50,"Scala, Mathematics, Data Visualization, Git, Python",PhD,13,Energy,2024-07-02,2024-07-19,1324,7.9,Future Systems
AI02026,Autonomous Systems Engineer,54703,USD,54703,EN,FL,Sweden,M,Sweden,0,"Hadoop, Git, Tableau, Scala",PhD,0,Gaming,2024-04-19,2024-06-07,2069,6.4,Advanced Robotics
AI02027,Machine Learning Engineer,119409,USD,119409,SE,PT,Finland,L,Belgium,0,"AWS, MLOps, Kubernetes, Azure, Spark",Bachelor,5,Technology,2024-07-27,2024-09-03,2467,6.3,Autonomous Tech
AI02028,AI Software Engineer,169745,CAD,212181,EX,CT,Canada,M,Canada,50,"Java, SQL, PyTorch",Master,16,Real Estate,2024-03-20,2024-05-06,2094,5.4,Digital Transformation LLC
AI02029,AI Product Manager,117185,EUR,99607,MI,FT,Austria,L,Brazil,50,"Java, Kubernetes, Scala, Computer Vision, Git",Associate,2,Gaming,2025-01-13,2025-02-04,1341,7.6,Quantum Computing Inc
AI02030,AI Specialist,67488,EUR,57365,EN,PT,Germany,L,Italy,0,"SQL, Azure, PyTorch, Docker, TensorFlow",Master,0,Education,2024-10-02,2024-11-21,1857,7.4,Algorithmic Solutions
AI02031,Data Analyst,237063,AUD,320035,EX,FT,Australia,L,Australia,0,"Azure, Java, NLP, Hadoop",Bachelor,12,Technology,2024-07-17,2024-09-09,2126,9.3,Future Systems
AI02032,Data Engineer,121918,EUR,103630,MI,FL,Germany,L,Germany,50,"Kubernetes, Statistics, Tableau",Associate,2,Gaming,2024-07-09,2024-08-08,1044,5.7,Autonomous Tech
AI02033,Deep Learning Engineer,147358,USD,147358,EX,CT,Ireland,S,Argentina,0,"AWS, Python, Kubernetes, TensorFlow, Docker",Master,19,Transportation,2025-02-22,2025-04-06,932,6.2,DeepTech Ventures
AI02034,Data Analyst,159954,SGD,207940,SE,CT,Singapore,M,Singapore,50,"R, Kubernetes, MLOps, AWS, PyTorch",Master,8,Energy,2024-10-10,2024-11-04,886,7.5,Future Systems
AI02035,Data Analyst,112591,USD,112591,SE,FL,South Korea,M,Thailand,0,"Azure, Scala, Data Visualization, Mathematics",Bachelor,5,Government,2024-04-21,2024-05-07,758,5.4,TechCorp Inc
AI02036,AI Consultant,51670,EUR,43920,EN,CT,France,M,France,50,"R, MLOps, TensorFlow, Hadoop",Bachelor,1,Energy,2024-03-25,2024-04-26,1983,9.2,Predictive Systems
AI02037,Data Analyst,54739,USD,54739,EN,CT,Finland,S,Finland,50,"Statistics, MLOps, Tableau, SQL, Linux",PhD,1,Consulting,2024-09-20,2024-11-06,2488,6.7,Future Systems
AI02038,Principal Data Scientist,93238,EUR,79252,SE,CT,France,S,France,0,"NLP, Docker, Python, AWS",Bachelor,5,Education,2024-07-13,2024-08-24,1683,6,DeepTech Ventures
AI02039,AI Research Scientist,84825,USD,84825,MI,FL,Ireland,L,Malaysia,100,"Kubernetes, Mathematics, Tableau, MLOps",Associate,2,Technology,2024-05-16,2024-07-20,1709,6.7,TechCorp Inc
AI02040,AI Software Engineer,78450,USD,78450,MI,FT,Sweden,S,Sweden,100,"Computer Vision, Python, Git, TensorFlow",Bachelor,4,Energy,2024-12-18,2025-01-01,505,5.5,AI Innovations
AI02041,Head of AI,66222,USD,66222,EN,FL,South Korea,L,South Korea,50,"SQL, Deep Learning, NLP, Python",PhD,1,Technology,2024-09-04,2024-10-10,692,9.7,Algorithmic Solutions
AI02042,ML Ops Engineer,87393,USD,87393,MI,FL,United States,S,China,100,"Docker, Kubernetes, Data Visualization, Mathematics, Hadoop",Associate,2,Automotive,2025-01-14,2025-02-13,703,9.5,Smart Analytics
AI02043,Data Scientist,293844,GBP,220383,EX,FL,United Kingdom,L,United Kingdom,100,"Mathematics, Git, Tableau",Master,13,Healthcare,2024-02-11,2024-03-20,905,5.1,Neural Networks Co
AI02044,NLP Engineer,89635,USD,89635,EX,CT,China,S,China,50,"NLP, Scala, SQL, Deep Learning, Azure",Master,17,Manufacturing,2024-02-02,2024-04-05,1941,6.3,Quantum Computing Inc
AI02045,Data Analyst,40827,USD,40827,SE,CT,India,M,Argentina,100,"Deep Learning, PyTorch, Scala, Computer Vision",Associate,8,Consulting,2024-01-21,2024-03-11,867,6.1,DataVision Ltd
AI02046,AI Architect,53958,USD,53958,MI,PT,China,L,New Zealand,50,"SQL, Docker, Tableau",Bachelor,2,Real Estate,2024-05-12,2024-07-15,2051,7.5,DeepTech Ventures
AI02047,Autonomous Systems Engineer,209986,EUR,178488,EX,PT,France,S,France,50,"Scala, Kubernetes, Data Visualization, SQL, R",Associate,15,Real Estate,2024-04-12,2024-05-11,1552,5.3,Smart Analytics
AI02048,Data Engineer,48509,USD,48509,EN,FL,Finland,S,Finland,0,"Git, Mathematics, Hadoop, AWS, Azure",Bachelor,1,Education,2025-03-30,2025-05-03,2109,9.7,TechCorp Inc
AI02049,Autonomous Systems Engineer,256412,USD,256412,EX,CT,Denmark,L,Germany,0,"Java, TensorFlow, Spark, AWS",PhD,18,Real Estate,2025-04-10,2025-05-21,2390,5.7,TechCorp Inc
AI02050,Research Scientist,54244,USD,54244,EN,FL,South Korea,M,South Korea,100,"Python, Java, Tableau, TensorFlow",Master,0,Manufacturing,2024-05-29,2024-06-30,896,5.3,Cloud AI Solutions
AI02051,AI Architect,58064,USD,58064,EN,FT,Sweden,S,Denmark,100,"Kubernetes, MLOps, Statistics",Bachelor,0,Real Estate,2025-03-11,2025-04-30,1851,6.3,Predictive Systems
AI02052,Data Analyst,89637,USD,89637,SE,FT,Finland,S,Finland,100,"Python, TensorFlow, MLOps, Hadoop",Bachelor,8,Gaming,2025-01-01,2025-02-15,795,7.4,Quantum Computing Inc
AI02053,Autonomous Systems Engineer,74071,USD,74071,EN,FL,Denmark,S,Vietnam,100,"R, Computer Vision, PyTorch, GCP",Bachelor,1,Technology,2024-04-11,2024-04-30,1809,7.5,Algorithmic Solutions
AI02054,AI Consultant,89562,EUR,76128,MI,CT,Germany,L,Germany,0,"PyTorch, Kubernetes, Python, SQL, TensorFlow",PhD,4,Retail,2024-10-02,2024-10-16,750,9.4,Neural Networks Co
AI02055,Research Scientist,199418,CHF,179476,SE,FT,Switzerland,L,Switzerland,0,"Python, R, GCP, Spark",PhD,9,Government,2024-03-01,2024-05-01,1597,9.1,Advanced Robotics
AI02056,Robotics Engineer,128887,EUR,109554,EX,PT,France,M,France,50,"Azure, AWS, Tableau",Bachelor,13,Consulting,2024-03-19,2024-04-26,963,8.3,AI Innovations
AI02057,Data Analyst,72518,EUR,61640,EN,PT,Germany,S,Germany,50,"Python, SQL, Tableau",Bachelor,1,Finance,2024-05-30,2024-07-16,506,6.3,DataVision Ltd
AI02058,Autonomous Systems Engineer,63237,EUR,53751,MI,CT,France,S,France,0,"NLP, Kubernetes, Scala, Git, Tableau",PhD,4,Automotive,2024-01-17,2024-02-19,737,6.6,DeepTech Ventures
AI02059,Deep Learning Engineer,135732,GBP,101799,SE,PT,United Kingdom,S,Switzerland,100,"Python, SQL, Java, Computer Vision",Bachelor,5,Government,2024-05-01,2024-07-03,1777,5.8,Cognitive Computing
AI02060,AI Software Engineer,99662,USD,99662,EX,CT,China,M,China,100,"Kubernetes, Azure, Python, Hadoop",Bachelor,12,Transportation,2024-02-04,2024-03-14,1974,5,TechCorp Inc
AI02061,AI Consultant,282892,USD,282892,EX,FL,Ireland,L,Israel,100,"Scala, Java, Kubernetes",Master,14,Real Estate,2024-01-23,2024-02-14,2335,9.5,TechCorp Inc
AI02062,Computer Vision Engineer,126107,USD,126107,MI,CT,Denmark,L,Denmark,100,"Azure, Scala, Kubernetes",PhD,4,Retail,2024-08-23,2024-10-30,1170,9.4,Quantum Computing Inc
AI02063,Research Scientist,157203,USD,157203,SE,FL,United States,M,United States,0,"Git, Python, Computer Vision, Mathematics, AWS",PhD,5,Technology,2024-10-21,2024-12-01,1718,6.6,TechCorp Inc
AI02064,AI Specialist,91180,USD,91180,EN,CT,Norway,M,Norway,0,"Java, GCP, AWS, Hadoop",Master,0,Consulting,2024-12-09,2025-01-23,1561,5.4,Digital Transformation LLC
AI02065,Data Scientist,102489,USD,102489,EX,CT,China,M,China,50,"Tableau, Git, Kubernetes, MLOps, Computer Vision",PhD,19,Retail,2024-08-04,2024-09-15,1000,5.7,Smart Analytics
AI02066,AI Architect,220299,USD,220299,EX,FT,Finland,L,Finland,100,"NLP, Scala, Data Visualization",Associate,18,Retail,2025-04-18,2025-06-27,994,9.8,Smart Analytics
AI02067,AI Specialist,83499,USD,83499,MI,FL,Israel,M,Israel,50,"Data Visualization, Linux, Python, TensorFlow, PyTorch",Master,4,Manufacturing,2025-01-03,2025-02-28,1120,8.5,Cloud AI Solutions
AI02068,AI Research Scientist,72075,EUR,61264,EN,FT,Germany,M,Germany,50,"MLOps, Azure, AWS, Deep Learning, R",Associate,1,Government,2024-08-02,2024-10-03,1635,6.1,Advanced Robotics
AI02069,Deep Learning Engineer,87037,EUR,73981,MI,CT,Netherlands,M,Netherlands,0,"Deep Learning, Docker, NLP, Hadoop",Master,2,Automotive,2024-10-06,2024-11-02,967,5.4,Smart Analytics
AI02070,AI Research Scientist,123099,USD,123099,MI,FT,Denmark,S,Denmark,0,"PyTorch, AWS, MLOps, Python",PhD,2,Consulting,2025-02-22,2025-05-04,1204,7.5,Autonomous Tech
AI02071,Machine Learning Engineer,104913,EUR,89176,SE,CT,Germany,S,China,0,"Kubernetes, Scala, NLP, Mathematics, TensorFlow",Associate,5,Technology,2024-08-13,2024-10-24,2478,7.5,Machine Intelligence Group
AI02072,Deep Learning Engineer,221690,EUR,188437,EX,CT,Austria,L,Mexico,50,"PyTorch, Python, Git, Spark, Azure",Bachelor,19,Telecommunications,2024-08-05,2024-08-29,1602,7.3,Digital Transformation LLC
AI02073,Data Scientist,113653,EUR,96605,SE,FL,Germany,S,Germany,0,"Data Visualization, Kubernetes, Mathematics",Master,8,Real Estate,2024-01-06,2024-03-09,2077,8.6,DataVision Ltd
AI02074,Computer Vision Engineer,250419,USD,250419,EX,PT,United States,L,United States,100,"Data Visualization, Python, Azure, Scala, GCP",Bachelor,18,Retail,2024-05-17,2024-06-08,2362,7.2,Algorithmic Solutions
AI02075,AI Consultant,108412,EUR,92150,SE,CT,France,S,France,100,"Java, Python, Data Visualization, Linux",Associate,8,Gaming,2024-09-14,2024-10-16,1441,8.1,Algorithmic Solutions
AI02076,AI Specialist,186753,EUR,158740,EX,FL,Netherlands,S,Netherlands,100,"Mathematics, SQL, PyTorch",Associate,16,Technology,2025-04-05,2025-06-01,2436,8.9,Advanced Robotics
AI02077,AI Product Manager,134362,GBP,100772,MI,FT,United Kingdom,L,Finland,100,"Tableau, Hadoop, R, Docker",Associate,3,Consulting,2024-04-04,2024-05-15,2222,7.5,Smart Analytics
AI02078,Data Scientist,157702,USD,157702,EX,CT,Sweden,S,Vietnam,0,"Python, TensorFlow, Data Visualization, PyTorch, Hadoop",PhD,19,Real Estate,2024-04-25,2024-07-07,2122,8,Algorithmic Solutions
AI02079,Data Scientist,69203,USD,69203,EN,FL,Israel,M,Israel,0,"Spark, Scala, Python, Kubernetes, Docker",Master,0,Manufacturing,2024-02-16,2024-04-03,1738,9.9,Advanced Robotics
AI02080,AI Product Manager,97206,GBP,72905,MI,FL,United Kingdom,M,New Zealand,0,"TensorFlow, Scala, Deep Learning, Statistics, AWS",PhD,2,Consulting,2024-03-04,2024-03-18,1813,9.6,Quantum Computing Inc
AI02081,Data Scientist,82737,USD,82737,SE,CT,China,L,Japan,50,"Python, R, TensorFlow",Bachelor,9,Government,2024-06-06,2024-08-17,2069,9.9,DeepTech Ventures
AI02082,Machine Learning Engineer,99693,USD,99693,SE,PT,Sweden,S,Sweden,0,"Docker, Scala, Git, AWS",PhD,7,Telecommunications,2024-08-29,2024-10-20,1189,8.3,Autonomous Tech
AI02083,Autonomous Systems Engineer,82795,USD,82795,EN,PT,Finland,L,Finland,0,"SQL, Git, PyTorch, Spark, GCP",Associate,1,Transportation,2024-08-22,2024-09-13,1102,9.8,AI Innovations
AI02084,AI Research Scientist,174298,USD,174298,EX,FL,Finland,M,United States,50,"TensorFlow, Kubernetes, Statistics, SQL, AWS",Bachelor,13,Technology,2024-09-06,2024-09-28,721,7,Advanced Robotics
AI02085,Machine Learning Researcher,270830,CHF,243747,EX,PT,Switzerland,M,Switzerland,100,"PyTorch, Kubernetes, Tableau, SQL, Spark",Bachelor,11,Consulting,2024-11-10,2024-12-22,1174,7.1,Predictive Systems
AI02086,Machine Learning Researcher,68593,USD,68593,MI,PT,Israel,M,Israel,50,"Docker, Tableau, GCP",Master,3,Transportation,2024-10-05,2024-12-07,1095,9.1,Cloud AI Solutions
AI02087,Machine Learning Engineer,67495,EUR,57371,EN,PT,Netherlands,S,Netherlands,50,"Python, Kubernetes, Computer Vision",Bachelor,1,Transportation,2025-01-18,2025-03-19,2058,6.2,Smart Analytics
AI02088,AI Product Manager,114616,GBP,85962,MI,FL,United Kingdom,M,United Kingdom,50,"Statistics, Kubernetes, GCP, NLP, TensorFlow",Master,3,Energy,2024-03-25,2024-04-15,869,5.6,Neural Networks Co
AI02089,Data Engineer,213578,USD,213578,EX,CT,Sweden,M,Japan,50,"PyTorch, Kubernetes, Hadoop, R",Associate,15,Energy,2025-04-14,2025-05-03,1459,8.6,Algorithmic Solutions
AI02090,AI Product Manager,212620,USD,212620,EX,CT,Denmark,L,Denmark,0,"GCP, PyTorch, Data Visualization, Computer Vision",Bachelor,16,Education,2024-09-10,2024-11-10,905,9.1,Cloud AI Solutions
AI02091,Computer Vision Engineer,56144,USD,56144,SE,CT,China,M,China,100,"SQL, Docker, PyTorch, Kubernetes",Master,6,Real Estate,2024-02-08,2024-03-04,2052,7.4,AI Innovations
AI02092,Research Scientist,81572,EUR,69336,MI,FL,Austria,L,Luxembourg,0,"Computer Vision, Linux, PyTorch, Scala",Master,2,Healthcare,2024-09-25,2024-10-31,2115,8,AI Innovations
AI02093,Head of AI,69805,EUR,59334,EN,FL,Germany,S,South Korea,100,"SQL, Linux, Java, TensorFlow",PhD,1,Government,2024-07-09,2024-07-27,1396,6.2,Autonomous Tech
AI02094,ML Ops Engineer,134815,EUR,114593,SE,CT,Netherlands,S,Vietnam,100,"Docker, Tableau, Git, Kubernetes",PhD,7,Transportation,2024-07-14,2024-08-13,1842,9.6,TechCorp Inc
AI02095,NLP Engineer,201072,EUR,170911,EX,PT,Germany,S,Norway,100,"Linux, PyTorch, Git, Mathematics, Statistics",Bachelor,12,Education,2025-02-09,2025-03-21,965,6.2,Autonomous Tech
AI02096,AI Research Scientist,295447,JPY,32499170,EX,FL,Japan,L,Japan,50,"Spark, Linux, Statistics, PyTorch",Master,13,Finance,2024-01-31,2024-03-26,2060,5.6,Neural Networks Co
AI02097,Deep Learning Engineer,76720,USD,76720,EX,FL,China,M,China,50,"SQL, Kubernetes, TensorFlow, Scala",Associate,14,Gaming,2025-02-25,2025-04-02,970,7.9,Neural Networks Co
AI02098,Machine Learning Engineer,125533,USD,125533,SE,FL,Denmark,S,Denmark,0,"Deep Learning, Java, Scala",PhD,8,Automotive,2024-10-11,2024-12-01,1268,9.5,Digital Transformation LLC
AI02099,Robotics Engineer,253018,CAD,316273,EX,FT,Canada,L,Nigeria,50,"R, PyTorch, SQL, Scala",Associate,17,Government,2024-12-31,2025-03-06,1852,7.6,Cognitive Computing
AI02100,AI Product Manager,133162,GBP,99872,SE,FT,United Kingdom,S,United Kingdom,50,"Python, NLP, SQL, Linux, Kubernetes",Bachelor,7,Gaming,2025-04-14,2025-05-17,779,7.6,Digital Transformation LLC
AI02101,AI Architect,91600,USD,91600,MI,FL,South Korea,L,South Korea,100,"Python, GCP, Scala, Docker, Computer Vision",PhD,4,Finance,2024-04-26,2024-05-30,621,7.1,DataVision Ltd
AI02102,AI Product Manager,157559,EUR,133925,EX,CT,Austria,L,Austria,0,"Azure, MLOps, Scala, Computer Vision",Bachelor,19,Telecommunications,2025-03-13,2025-05-23,873,7.5,DeepTech Ventures
AI02103,Data Scientist,171584,USD,171584,EX,CT,Finland,M,Finland,100,"PyTorch, Python, Statistics",PhD,13,Education,2024-08-28,2024-09-24,1690,6.8,Autonomous Tech
AI02104,ML Ops Engineer,156785,CAD,195981,EX,FT,Canada,M,Canada,50,"SQL, PyTorch, Linux, Tableau",Bachelor,16,Media,2024-03-31,2024-04-20,2139,6.3,DataVision Ltd
AI02105,Machine Learning Engineer,293023,USD,293023,EX,CT,Denmark,M,Australia,100,"Docker, Computer Vision, Python, NLP, Deep Learning",Master,12,Manufacturing,2024-08-10,2024-10-10,1377,8.6,Smart Analytics
AI02106,Principal Data Scientist,86508,JPY,9515880,EN,FT,Japan,L,Japan,0,"Computer Vision, TensorFlow, GCP",Master,0,Technology,2025-03-28,2025-06-09,1511,8.8,Cloud AI Solutions
AI02107,AI Software Engineer,81412,USD,81412,EX,FT,China,S,Philippines,0,"Tableau, Linux, MLOps, Spark, Mathematics",Master,18,Media,2024-06-10,2024-07-22,1689,8.6,Advanced Robotics
AI02108,NLP Engineer,186673,EUR,158672,EX,FT,Austria,S,Austria,50,"Docker, Linux, SQL",Associate,10,Healthcare,2024-07-12,2024-08-22,1860,10,Advanced Robotics
AI02109,Principal Data Scientist,112912,USD,112912,MI,PT,United States,L,United States,100,"SQL, Spark, Git",Bachelor,4,Education,2024-09-19,2024-10-15,631,8.3,Cloud AI Solutions
AI02110,Principal Data Scientist,51942,USD,51942,EN,PT,Sweden,M,Japan,0,"R, Linux, Git, GCP, Deep Learning",PhD,0,Energy,2024-01-24,2024-02-27,828,6,Quantum Computing Inc
AI02111,Research Scientist,127418,USD,127418,MI,FT,Norway,M,Norway,0,"Hadoop, Java, Data Visualization",Associate,3,Automotive,2025-03-05,2025-04-16,1167,6.1,Machine Intelligence Group
AI02112,Research Scientist,96844,USD,96844,EN,CT,Denmark,L,Denmark,50,"MLOps, Kubernetes, Python, TensorFlow, PyTorch",Bachelor,0,Finance,2025-01-23,2025-03-03,2403,7.9,Autonomous Tech
AI02113,Principal Data Scientist,205497,USD,205497,EX,PT,Norway,M,Belgium,100,"Spark, TensorFlow, Data Visualization",Master,13,Automotive,2024-03-12,2024-04-14,990,5.2,Future Systems
AI02114,Machine Learning Researcher,36123,USD,36123,MI,FT,China,S,China,50,"R, SQL, Git, PyTorch",Associate,3,Manufacturing,2025-01-10,2025-02-18,812,9.3,Quantum Computing Inc
AI02115,Data Engineer,26530,USD,26530,EN,PT,China,S,China,0,"Scala, MLOps, SQL",Master,0,Automotive,2025-03-26,2025-04-25,2428,7.5,DataVision Ltd
AI02116,Deep Learning Engineer,118399,CAD,147999,SE,FL,Canada,L,Canada,50,"PyTorch, Scala, R",Master,9,Technology,2024-09-27,2024-11-05,2031,6.9,Cloud AI Solutions
AI02117,Data Analyst,100255,GBP,75191,MI,FT,United Kingdom,M,India,100,"Git, SQL, TensorFlow",Bachelor,2,Consulting,2025-04-25,2025-05-14,1999,8.9,Smart Analytics
AI02118,Research Scientist,129800,SGD,168740,SE,FT,Singapore,L,Singapore,100,"SQL, Computer Vision, Tableau, Python",Associate,6,Consulting,2025-03-18,2025-05-11,1202,8.2,DataVision Ltd
AI02119,Data Engineer,165833,AUD,223875,SE,PT,Australia,L,Australia,100,"NLP, Hadoop, Tableau, TensorFlow, SQL",Associate,8,Consulting,2024-12-31,2025-03-13,604,8.2,DataVision Ltd
AI02120,Computer Vision Engineer,84617,EUR,71924,MI,FL,France,L,France,50,"Azure, Java, Statistics",Master,3,Healthcare,2024-06-24,2024-07-15,1313,8.4,DeepTech Ventures
AI02121,AI Product Manager,228358,USD,228358,EX,FL,Sweden,M,Sweden,50,"TensorFlow, SQL, Python, GCP",Master,19,Transportation,2024-10-01,2024-11-15,849,5.3,Predictive Systems
AI02122,Deep Learning Engineer,89402,CHF,80462,EN,FT,Switzerland,S,Ireland,100,"Java, Git, Kubernetes, Scala, Mathematics",Associate,0,Real Estate,2024-03-28,2024-05-18,1854,8.7,Digital Transformation LLC
AI02123,AI Software Engineer,251892,USD,251892,EX,FT,Finland,L,Finland,100,"Spark, Python, Computer Vision, Data Visualization",Master,14,Technology,2024-07-22,2024-08-20,1045,7.9,Algorithmic Solutions
AI02124,NLP Engineer,91223,USD,91223,MI,PT,Ireland,L,Ireland,100,"Python, R, Statistics, GCP",Associate,4,Energy,2024-06-14,2024-08-24,1730,5.3,Algorithmic Solutions
AI02125,Robotics Engineer,178163,EUR,151439,EX,FL,France,L,France,100,"Linux, Hadoop, NLP, Kubernetes",Bachelor,18,Media,2024-07-07,2024-08-30,610,7.8,Cognitive Computing
AI02126,Machine Learning Researcher,110328,USD,110328,MI,FL,Denmark,M,Denmark,50,"AWS, Data Visualization, Tableau, TensorFlow",Bachelor,2,Energy,2024-11-04,2025-01-02,2362,5.9,DeepTech Ventures
AI02127,Research Scientist,80058,USD,80058,EN,CT,Norway,L,Norway,0,"SQL, PyTorch, Statistics, NLP",Master,0,Consulting,2025-04-13,2025-05-08,2081,8.4,AI Innovations
AI02128,Machine Learning Researcher,81768,USD,81768,SE,CT,China,L,China,100,"Git, R, Computer Vision",Master,7,Consulting,2025-03-10,2025-04-23,1020,5.1,Digital Transformation LLC
AI02129,Computer Vision Engineer,273957,EUR,232863,EX,FT,Netherlands,L,Netherlands,100,"Kubernetes, Azure, Spark, GCP",PhD,13,Government,2024-07-10,2024-08-28,589,7,Advanced Robotics
AI02130,Principal Data Scientist,71171,JPY,7828810,MI,CT,Japan,S,Japan,100,"Python, Statistics, Scala, Git",Master,2,Gaming,2025-03-24,2025-04-30,2269,8.9,AI Innovations
AI02131,Research Scientist,262050,EUR,222743,EX,CT,Netherlands,M,China,50,"Python, R, Tableau, Mathematics, GCP",Bachelor,19,Real Estate,2024-05-09,2024-06-14,2049,6.9,Digital Transformation LLC
AI02132,Principal Data Scientist,74346,JPY,8178060,EN,FL,Japan,S,Japan,50,"Git, MLOps, Python, Scala, Computer Vision",Associate,0,Technology,2024-07-31,2024-08-26,1392,5.6,Cognitive Computing
AI02133,AI Architect,26055,USD,26055,EN,FT,India,M,United States,100,"Python, AWS, Data Visualization, NLP",Master,1,Manufacturing,2025-02-04,2025-04-14,2432,5.8,Smart Analytics
AI02134,Autonomous Systems Engineer,113953,USD,113953,MI,FT,Israel,L,Israel,50,"GCP, PyTorch, Tableau",Bachelor,2,Healthcare,2024-07-07,2024-09-05,1361,9.1,Cloud AI Solutions
AI02135,Data Engineer,176525,GBP,132394,SE,CT,United Kingdom,L,United Kingdom,0,"R, Scala, Data Visualization, Linux, PyTorch",Associate,7,Manufacturing,2024-03-15,2024-04-28,2353,9.3,Advanced Robotics
AI02136,Robotics Engineer,137979,CHF,124181,SE,CT,Switzerland,S,Netherlands,0,"Linux, Python, TensorFlow",Bachelor,6,Gaming,2024-10-26,2024-12-29,1773,9.3,Cloud AI Solutions
AI02137,Data Engineer,232117,GBP,174088,EX,PT,United Kingdom,M,United Kingdom,100,"Computer Vision, SQL, Java",Master,15,Government,2024-11-21,2024-12-16,945,6.7,Cognitive Computing
AI02138,Data Analyst,130819,USD,130819,EX,FT,Finland,M,Finland,100,"Java, R, Mathematics",PhD,15,Telecommunications,2024-09-08,2024-10-04,1792,8.5,Neural Networks Co
AI02139,Machine Learning Engineer,245291,GBP,183968,EX,CT,United Kingdom,M,United Kingdom,0,"Scala, Python, Docker, Linux, NLP",Master,17,Telecommunications,2024-11-21,2025-01-19,1549,9.1,Future Systems
AI02140,NLP Engineer,121783,EUR,103516,SE,CT,France,M,Colombia,0,"Mathematics, PyTorch, SQL, Linux",PhD,5,Energy,2024-03-19,2024-04-09,2367,9.4,Cloud AI Solutions
AI02141,Machine Learning Engineer,145307,SGD,188899,SE,PT,Singapore,S,Chile,0,"Scala, Hadoop, MLOps, NLP, Java",Bachelor,5,Gaming,2024-05-17,2024-07-17,1974,8.5,Future Systems
AI02142,Robotics Engineer,77107,USD,77107,EN,FL,Norway,M,Norway,50,"Tableau, Kubernetes, Data Visualization",Bachelor,0,Consulting,2024-08-12,2024-08-30,527,5.8,Digital Transformation LLC
AI02143,AI Architect,67501,CAD,84376,EN,CT,Canada,S,Canada,0,"NLP, Tableau, Scala, PyTorch, SQL",PhD,1,Technology,2024-12-23,2025-02-20,720,6.4,Algorithmic Solutions
AI02144,Robotics Engineer,67669,USD,67669,EX,CT,China,M,China,100,"Deep Learning, Docker, Tableau",Bachelor,14,Gaming,2024-04-28,2024-06-09,1412,9.3,Cognitive Computing
AI02145,Head of AI,100999,EUR,85849,MI,FL,France,L,France,0,"MLOps, PyTorch, Kubernetes, Azure",Associate,2,Energy,2024-02-09,2024-04-02,2384,6.4,Algorithmic Solutions
AI02146,AI Consultant,57275,USD,57275,SE,CT,China,L,China,0,"Python, R, Azure",Associate,7,Real Estate,2025-01-23,2025-04-01,1686,9.4,Quantum Computing Inc
AI02147,Data Analyst,116317,USD,116317,EX,FT,Finland,S,Finland,0,"Data Visualization, Hadoop, Spark, Azure",Master,19,Energy,2024-01-24,2024-03-13,2115,5.8,Algorithmic Solutions
AI02148,Autonomous Systems Engineer,72220,USD,72220,EN,FT,United States,S,Argentina,50,"Statistics, Kubernetes, Mathematics",Bachelor,1,Education,2024-04-01,2024-05-18,1403,9.8,Autonomous Tech
AI02149,Computer Vision Engineer,48520,USD,48520,MI,CT,China,L,China,0,"Data Visualization, Python, TensorFlow, GCP, PyTorch",Associate,4,Transportation,2024-08-17,2024-09-03,1182,8.9,Predictive Systems
AI02150,AI Architect,91794,SGD,119332,MI,FT,Singapore,S,Russia,100,"Docker, Python, TensorFlow",Associate,4,Government,2024-10-23,2024-11-18,1817,9.2,Machine Intelligence Group
